KATEGORI	BARCODE	ARTIKEL	NAMA	SIZE	NAM;ART;SIZE	HARGA JUAL	HARGA MODAL	QTY	HARGA NET
FOOTWERE	4893980 584655	280647	ADILETTE	10	ADILETTE;280647;10	 Rp 329,000 	  192,465.00 	3	  577,395.00 
FOOTWERE	4893980 584662	280647	ADILETTE	11	ADILETTE;280647;11	 Rp 329,000 	  192,465.00 	1	  192,465.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4893980 584716	280648	ADILETTE	7	ADILETTE;280648;7	 Rp 329,000 	  192,465.00 	1	  192,465.00 
FOOTWERE	4893980 584717	280648	ADILETTE	8	ADILETTE;280648;8	 Rp 329,000 	  192,465.00 	2	  384,930.00 
FOOTWERE	4893980 584718	280648	ADILETTE	9	ADILETTE;280648;9	 Rp 329,000 	  192,465.00 	0	  -   
FOOTWERE	4893980 584719	280648	ADILETTE	10	ADILETTE;280648;10	 Rp 329,000 	  192,465.00 	1	  192,465.00 
FOOTWERE	4893980 584720	280648	ADILETTE	11	ADILETTE;280648;11	 Rp 329,000 	  192,465.00 	1	  192,465.00 
FOOTWERE	4893980 584721	280648	ADILETTE	12	ADILETTE;280648;12	 Rp 329,000 	  192,465.00 	1	  192,465.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4893980 585003	288022	ADILETTE	9	ADILETTE;288022;9	 Rp 329,000 	  192,465.00 	1	  192,465.00 
FOOTWERE	4893980 585010	288022	ADILETTE	10	ADILETTE;288022;10	 Rp 329,000 	  192,465.00 	4	  769,860.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4893980 584358	288193	ADILETTE	7	ADILETTE;288193;7	 Rp 329,000 	  192,465.00 	0	  -   
FOOTWERE	4893980 584365	288193	ADILETTE	8	ADILETTE;288193;8	 Rp 329,000 	  192,465.00 	1	  192,465.00 
FOOTWERE	4893980 584372	288193	ADILETTE	9	ADILETTE;288193;9	 Rp 329,000 	  192,465.00 	5	  962,325.00 
FOOTWERE	4893980 584389	288193	ADILETTE	10	ADILETTE;288193;10	 Rp 329,000 	  192,465.00 	1	  192,465.00 
FOOTWERE	4893980 584396	288193	ADILETTE	11	ADILETTE;288193;11	 Rp 329,000 	  192,465.00 	4	  769,860.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055341 247962	AF 4068	DURANO TRAINER	6-	DURANO TRAINER;AF 4068;6-	 Rp 749,000 	  438,165.00 	1	  438,165.00 
FOOTWERE	4055341 247894	AF 4068	DURANO TRAINER	7	DURANO TRAINER;AF 4068;7	 Rp 749,000 	  438,165.00 	1	  438,165.00 
FOOTWERE	4055341 248013	AF 4068	DURANO TRAINER	7-	DURANO TRAINER;AF 4068;7-	 Rp 749,000 	  438,165.00 	1	  438,165.00 
FOOTWERE	4055341 248037	AF 4068	DURANO TRAINER	8	DURANO TRAINER;AF 4068;8	 Rp 749,000 	  438,165.00 	1	  438,165.00 
FOOTWERE	4055341 247979	AF 4068	DURANO TRAINER	8-	DURANO TRAINER;AF 4068;8-	 Rp 749,000 	  438,165.00 	1	  438,165.00 
FOOTWERE	4055341 247993	AF 4068	DURANO TRAINER	9	DURANO TRAINER;AF 4068;9	 Rp 749,000 	  438,165.00 	1	  438,165.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055341 244831	AF 4069	DURAMO TRAINER	6-	DURAMO TRAINER;AF 4069;6-	 Rp 749,000 	  438,165.00 	1	  438,165.00 
FOOTWERE	4055341 244817	AF 4069	DURAMO TRAINER	7	DURAMO TRAINER;AF 4069;7	 Rp 749,000 	  438,165.00 	0	  -   
FOOTWERE	4055341 244794	AF 4069	DURAMO TRAINER	7-	DURAMO TRAINER;AF 4069;7-	 Rp 749,000 	  438,165.00 	0	  -   
FOOTWERE	4055341 244763	AF 4069	DURAMO TRAINER	8	DURAMO TRAINER;AF 4069;8	 Rp 749,000 	  438,165.00 	0	  -   
FOOTWERE	4055341 245425	AF 4069	DURAMO TRAINER	8-	DURAMO TRAINER;AF 4069;8-	 Rp 749,000 	  438,165.00 	0	  -   
FOOTWERE	4055341 245395	AF 4069	DURAMO TRAINER	9	DURAMO TRAINER;AF 4069;9	 Rp 749,000 	  438,165.00 	0	  -   
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055341 016810	AF 4111	MANA BOUNCE M	7	MANA BOUNCE M;AF 4111;7	 Rp 949,000 	  555,165.00 	0	  -   
FOOTWERE	4055341 016704	AF 4111	MANA BOUNCE M	7-	MANA BOUNCE M;AF 4111;7-	 Rp 949,000 	  555,165.00 	0	  -   
FOOTWERE	4055341 016711	AF 4111	MANA BOUNCE M	8	MANA BOUNCE M;AF 4111;8	 Rp 949,000 	  555,165.00 	0	  -   
FOOTWERE	4055341 16797	AF 4111	MANA BOUNCE M	9	MANA BOUNCE M;AF 4111;9	 Rp 949,000 	  555,165.00 	0	  -   
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055341 257961	AF 4977	ACE 16.4 FXG	6	ACE 16.4 FXG;AF 4977;6	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055341 258005	AF 4977	ACE 16.4 FXG	6-	ACE 16.4 FXG;AF 4977;6-	 Rp 649,000 	  379,665.00 	0	  -   
FOOTWERE	4055341 257985	AF 4977	ACE 16.4 FXG	7	ACE 16.4 FXG;AF 4977;7	 Rp 649,000 	  379,665.00 	0	  -   
FOOTWERE	4055341 258029	AF 4977	ACE 16.4 FXG	7-	ACE 16.4 FXG;AF 4977;7-	 Rp 649,000 	  379,665.00 	0	  -   
FOOTWERE	4055341 257916	AF 4977	ACE 16.4 FXG	8	ACE 16.4 FXG;AF 4977;8	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055341 257978	AF 4977	ACE 16.4 FXG	8-	ACE 16.4 FXG;AF 4977;8-	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055341 257930	AF 4977	ACE 16.4 FXG	9	ACE 16.4 FXG;AF 4977;9	 Rp 649,000 	  379,665.00 	0	  -   
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055341 020473	AF 5040	ACE 16.4 IN	6	ACE 16.4 IN;AF 5040;6	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055341 020466	AF 5040	ACE 16.4 IN	6-	ACE 16.4 IN;AF 5040;6-	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055341 019330	AF 5040	ACE 16.4 IN	7	ACE 16.4 IN;AF 5040;7	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055341 019316	AF 5040	ACE 16.4 IN	7-	ACE 16.4 IN;AF 5040;7-	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055341 019293	AF 5040	ACE 16.4 IN	8	ACE 16.4 IN;AF 5040;8	 Rp 649,000 	  379,665.00 	0	  -   
FOOTWERE	4055341 019262	AF 5040	ACE 16.4 IN	8-	ACE 16.4 IN;AF 5040;8-	 Rp 649,000 	  379,665.00 	0	  -   
FOOTWERE	4055341 020459	AF 5040	ACE 16.4 IN	9	ACE 16.4 IN;AF 5040;9	 Rp 649,000 	  379,665.00 	0	  -   
FOOTWERE	4055341 020435	AF 5040	ACE 16.4 IN	9-	ACE 16.4 IN;AF 5040;9-	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055341 268974	AF 5145	ACE 16.3 FG/AG	6	ACE 16.3 FG/AG;AF 5145;6	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055341 269056	AF 5145	ACE 16.3 FG/AG	6-	ACE 16.3 FG/AG;AF 5145;6-	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055341 269025	AF 5145	ACE 16.3 FG/AG	7	ACE 16.3 FG/AG;AF 5145;7	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055341 269032	AF 5145	ACE 16.3 FG/AG	7-	ACE 16.3 FG/AG;AF 5145;7-	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055341 268998	AF 5145	ACE 16.3 FG/AG	8	ACE 16.3 FG/AG;AF 5145;8	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055341 268943	AF 5145	ACE 16.3 FG/AG	8-	ACE 16.3 FG/AG;AF 5145;8-	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055341 269087	AF 5145	ACE 16.3 FG/AG	9	ACE 16.3 FG/AG;AF 5145;9	 Rp 999,000 	  584,415.00 	0	  -   
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055341 018029	AF 5151	ACE 15.3 FG/AG	6	ACE 15.3 FG/AG;AF 5151;6	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055341 018098	AF 5151	ACE 15.3 FG/AG	6-	ACE 15.3 FG/AG;AF 5151;6-	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055341 016346	AF 5151	ACE 15.3 FG/AG	7	ACE 15.3 FG/AG;AF 5151;7	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055341 016339	AF 5151	ACE 15.3 FG/AG	7-	ACE 15.3 FG/AG;AF 5151;7-	 Rp 999,000 	  584,415.00 	0	  -   
FOOTWERE	4055341 016377	AF 5151	ACE 15.3 FG/AG	8	ACE 15.3 FG/AG;AF 5151;8	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055341 018043	AF 5151	ACE 15.3 FG/AG	8-	ACE 15.3 FG/AG;AF 5151;8-	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055341 018074	AF 5151	ACE 15.3 FG/AG	9	ACE 15.3 FG/AG;AF 5151;9	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055339 684724	AF 5561	GALAXY 2 W	4	GALAXY 2 W;AF 5561;4	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055339 740260	AF 6022	GALAXY TRAINER	7	GALAXY TRAINER;AF 6022;7	 Rp 649,000 	  379,665.00 	0	  -   
FOOTWERE	4055339 743056	AF 6022	GALAXY TRAINER	7-	GALAXY TRAINER;AF 6022;7-	 Rp 649,000 	  379,665.00 	2	  759,330.00 
FOOTWERE	4055339 743032	AF 6022	GALAXY TRAINER	8-	GALAXY TRAINER;AF 6022;8-	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055339 506897	AF 6028	DURAMO TRAINER	7	DURAMO TRAINER;AF 6028;7	 Rp 749,000 	  438,165.00 	1	  438,165.00 
FOOTWERE	4055339 506910	AF 6028	DURAMO TRAINER	8	DURAMO TRAINER;AF 6028;8	 Rp 749,000 	  438,165.00 	0	  -   
FOOTWERE	4055339 506835	AF 6028	DURAMO TRAINER	9	DURAMO TRAINER;AF 6028;9	 Rp 749,000 	  438,165.00 	0	  -   
FOOTWERE					;;		  -   		  -   
FOOTWERE	4044341 428767	AF 6087	CLIMACOOL JAW PAW SLIP ON	6	CLIMACOOL JAW PAW SLIP ON;AF 6087;6	 Rp 699,000 	  408,915.00 	1	  408,915.00 
FOOTWERE	4055341 428712	AF 6087	CLIMACOOL JAW PAW SLIP ON	7	CLIMACOOL JAW PAW SLIP ON;AF 6087;7	 Rp 699,000 	  408,915.00 	1	  408,915.00 
FOOTWERE	4055341 428729	AF 6087	CLIMACOOL JAW PAW SLIP ON	8	CLIMACOOL JAW PAW SLIP ON;AF 6087;8	 Rp 699,000 	  408,915.00 	0	  -   
FOOTWERE		AF 6087	CLIMACOOL JAW PAW SLIP ON	9	CLIMACOOL JAW PAW SLIP ON;AF 6087;9	 Rp 699,000 	  408,915.00 	1	  408,915.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055341 405492	AF 6206	BARRICADE APPROACH STR	6	BARRICADE APPROACH STR;AF 6206;6	 Rp 799,000 	  467,415.00 	0	  -   
FOOTWERE	4055341 405546	AF 6206	BARRICADE APPROACH STR	6-	BARRICADE APPROACH STR;AF 6206;6-	 Rp 799,000 	  467,415.00 	1	  467,415.00 
FOOTWERE	4055341 405485	AF 6206	BARRICADE APPROACH STR	7-	BARRICADE APPROACH STR;AF 6206;7-	 Rp 799,000 	  467,415.00 	1	  467,415.00 
FOOTWERE	4055341 405447	AF 6206	BARRICADE APPROACH STR	8	BARRICADE APPROACH STR;AF 6206;8	 Rp 799,000 	  467,415.00 	2	  934,830.00 
FOOTWERE	4055341 405393	AF 6206	BARRICADE APPROACH STR	8-	BARRICADE APPROACH STR;AF 6206;8-	 Rp 799,000 	  467,415.00 	1	  467,415.00 
FOOTWERE	4055341 405560	AF 6206	BARRICADE APPROACH STR	9	BARRICADE APPROACH STR;AF 6206;9	 Rp 799,000 	  467,415.00 	0	  -   
FOOTWERE	4055341 405508	AF 6206	BARRICADE APPROACH STR	10	BARRICADE APPROACH STR;AF 6206;10	 Rp 799,000 	  467,415.00 	1	  467,415.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055341 331692	AF 6780	BARICADE CLUB	6	BARICADE CLUB;AF 6780;6	 Rp 1,099,000 	  642,915.00 	0	  -   
FOOTWERE	4055341 331821	AF 6780	BARICADE CLUB	6-	BARICADE CLUB;AF 6780;6-	 Rp 1,099,000 	  642,915.00 	0	  -   
FOOTWERE	4055341 331685	AF 6780	BARICADE CLUB	7-	BARICADE CLUB;AF 6780;7-	 Rp 1,099,000 	  642,915.00 	3	  1,928,745.00 
FOOTWERE	4055341 331715	AF 6780	BARICADE CLUB	8	BARICADE CLUB;AF 6780;8	 Rp 1,099,000 	  642,915.00 	2	  1,285,830.00 
FOOTWERE	4055341 331777	AF 6780	BARICADE CLUB	9	BARICADE CLUB;AF 6780;9	 Rp 1,099,000 	  642,915.00 	1	  642,915.00 
FOOTWERE	4055341 331838	AF 6780	BARICADE CLUB	10	BARICADE CLUB;AF 6780;10	 Rp 1,099,000 	  642,915.00 	1	  642,915.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055341 187688	AF 6783	BARRICADE COURT 2	6	BARRICADE COURT 2;AF 6783;6	 Rp 799,000 	  467,415.00 	3	  1,402,245.00 
FOOTWERE	4055341 187640	AF 6783	BARRICADE COURT 2	6-	BARRICADE COURT 2;AF 6783;6-	 Rp 799,000 	  467,415.00 	1	  467,415.00 
FOOTWERE	4055341 187756	AF 6783	BARRICADE COURT 3	7-	BARRICADE COURT 3;AF 6783;7-	 Rp 799,000 	  467,415.00 	0	  -   
FOOTWERE	4055341 187718	AF 6783	BARRICADE COURT 2	8	BARRICADE COURT 2;AF 6783;8	 Rp 799,000 	  467,415.00 	0	  -   
FOOTWERE	4055341 187701	AF 6783	BARRICADE COURT 2	8-	BARRICADE COURT 2;AF 6783;8-	 Rp 799,000 	  467,415.00 	0	  -   
FOOTWERE	4055341 187657	AF 6783	BARRICADE COURT 2	9	BARRICADE COURT 2;AF 6783;9	 Rp 799,000 	  467,415.00 	1	  467,415.00 
FOOTWERE	4055341 187626	AF 6783	BARRICADE COURT 3	9-	BARRICADE COURT 3;AF 6783;9-	 Rp 799,000 	  467,415.00 	1	  467,415.00 
FOOTWERE	4055341 187732	AF 6783	BARRICADE COURT 4	10-	BARRICADE COURT 4;AF 6783;10-	 Rp 799,000 	  467,415.00 	1	  467,415.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055344 606230	AQ 1359	CLOUD FOAM ILATION MID	9	CLOUD FOAM ILATION MID;AQ 1359;9	 Rp 729,000 	  426,465.00 	1	  426,465.00 
FOOTWERE	4055344 602157	AQ 1359	CLOUD FOAM ILATION MID	9-	CLOUD FOAM ILATION MID;AQ 1359;9-	 Rp 729,000 	  426,465.00 	0	  -   
FOOTWERE	4055344 602089	AQ 1359	CLOUD FOAM ILATION MID	10-	CLOUD FOAM ILATION MID;AQ 1359;10-	 Rp 729,000 	  426,465.00 	0	  -   
FOOTWERE	4055344 602102	AQ 1359	CLOUD FOAM ILATION MID	11	CLOUD FOAM ILATION MID;AQ 1359;11	 Rp 729,000 	  426,465.00 	1	  426,465.00 
FOOTWERE	4055344 606216	AQ 1359	CLOUD FOAM ILATION MID	12	CLOUD FOAM ILATION MID;AQ 1359;12	 Rp 729,000 	  426,465.00 	1	  426,465.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055341 228558	AQ 4901	ACE 16.3 FG/AG	6	ACE 16.3 FG/AG;AQ 4901;6	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4044341 228541	AQ 4901	ACE 16.3 FG/AG	6-	ACE 16.3 FG/AG;AQ 4901;6-	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055341 228510	AQ 4901	ACE 16.3 FG/AG	7	ACE 16.3 FG/AG;AQ 4901;7	 Rp 999,000 	  584,415.00 	0	  -   
FOOTWERE	4055341 228480	AQ 4901	ACE 16.3 FG/AG	7-	ACE 16.3 FG/AG;AQ 4901;7-	 Rp 999,000 	  584,415.00 	0	  -   
FOOTWERE	4055341 228459	AQ 4901	ACE 16.3 FG/AG	8	ACE 16.3 FG/AG;AQ 4901;8	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055341 2285565	AQ 4901	ACE 16.3 FG/AG	8-	ACE 16.3 FG/AG;AQ 4901;8-	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE	4055341 228572	AQ 4901	ACE 16.3 FG/AG	9	ACE 16.3 FG/AG;AQ 4901;9	 Rp 999,000 	  584,415.00 	1	  584,415.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055341 263978	AQ 5065	ACE 16.4 FXG	6	ACE 16.4 FXG;AQ 5065;6	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055341 263108	AQ 5065	ACE 16.4 FXG	6-	ACE 16.4 FXG;AQ 5065;6-	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055341 263115	AQ 5065	ACE 16.4 FXG	7	ACE 16.4 FXG;AQ 5065;7	 Rp 649,000 	  379,665.00 	0	  -   
FOOTWERE	4055341 263146	AQ 5065	ACE 16.4 FXG	7-	ACE 16.4 FXG;AQ 5065;7-	 Rp 649,000 	  379,665.00 	0	  -   
FOOTWERE	4055341 263139	AQ 5065	ACE 16.4 FXG	8	ACE 16.4 FXG;AQ 5065;8	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055341 263085	AQ 5065	ACE 16.4 FXG	8-	ACE 16.4 FXG;AQ 5065;8-	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE	4055341 263191	AQ 5065	ACE 16.4 FXG	9	ACE 16.4 FXG;AQ 5065;9	 Rp 649,000 	  379,665.00 	1	  379,665.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055341 212182	AQ 5069	ACE 16.4 IN	6	ACE 16.4 IN;AQ 5069;6	 Rp 649,000 	  379,665.00 	2	  759,330.00 
FOOTWERE	4055341 096782	AQ 5069	ACE 16.4 IN	6-	ACE 16.4 IN;AQ 5069;6-	 Rp 649,000 	  379,665.00 	3	  1,138,995.00 
FOOTWERE	4055341 096720	AQ 5069	ACE 16.4 IN	7	ACE 16.4 IN;AQ 5069;7	 Rp 649,000 	  379,665.00 	2	  759,330.00 
FOOTWERE	4055341 096706	AQ 5069	ACE 16.4 IN	7-	ACE 16.4 IN;AQ 5069;7-	 Rp 649,000 	  379,665.00 	3	  1,138,995.00 
FOOTWERE	4055341 096676	AQ 5069	ACE 16.4 IN	8	ACE 16.4 IN;AQ 5069;8	 Rp 649,000 	  379,665.00 	2	  759,330.00 
FOOTWERE	4055341 096690	AQ 5069	ACE 16.4 IN	8-	ACE 16.4 IN;AQ 5069;8-	 Rp 649,000 	  379,665.00 	2	  759,330.00 
FOOTWERE	4055341 096737	AQ 5069	ACE 16.4 IN	9	ACE 16.4 IN;AQ 5069;9	 Rp 649,000 	  379,665.00 	2	  759,330.00 
FOOTWERE	4055341 096713	AQ 5069	ACE 16.4 IN	9-	ACE 16.4 IN;AQ 5069;9-	 Rp 649,000 	  379,665.00 	4	  1,518,660.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055341 254540	AQ 5113	DURAMA W	4-	DURAMA W;AQ 5113;4-	 Rp 749,000 	  438,165.00 	1	  438,165.00 
FOOTWERE	4055341 234557	AQ 5113	DURAMA W	5	DURAMA W;AQ 5113;5	 Rp 749,000 	  438,165.00 	1	  438,165.00 
FOOTWERE	4055341 254458	AQ 5113	DURAMA W	5-	DURAMA W;AQ 5113;5-	 Rp 749,000 	  438,165.00 	1	  438,165.00 
FOOTWERE	4055341 254465	AQ 5113	DURAMA W	6	DURAMA W;AQ 5113;6	 Rp 749,000 	  438,165.00 	2	  876,330.00 
FOOTWERE	4055341 254519	AQ 5113	DURAMA W	6-	DURAMA W;AQ 5113;6-	 Rp 749,000 	  438,165.00 	0	  -   
FOOTWERE	4055341 254526	AQ 5113	DURAMA W	7	DURAMA W;AQ 5113;7	 Rp 749,000 	  438,165.00 	2	  876,330.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055341 003681	AQ 5115	DURAMA W	5	DURAMA W;AQ 5115;5	 Rp 749,000 	  438,165.00 	1	  438,165.00 
FOOTWERE	4055341 006421	AQ 5115	DURAMA W	5-	DURAMA W;AQ 5115;5-	 Rp 749,000 	  438,165.00 	1	  438,165.00 
FOOTWERE	4055341 003643	AQ 5115	DURAMA W	6	DURAMA W;AQ 5115;6	 Rp 749,000 	  438,165.00 	0	  -   
FOOTWERE	4055341 003667	AQ 5115	DURAMA W	6-	DURAMA W;AQ 5115;6-	 Rp 749,000 	  438,165.00 	4	  1,752,660.00 
FOOTWERE	4055341 003650	AQ 5115	DURAMA W	7	DURAMA W;AQ 5115;7	 Rp 749,000 	  438,165.00 	2	  876,330.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055341 108201	AQ 5256	DURAMO SLIDE	5	DURAMO SLIDE;AQ 5256;5	 Rp 239,000 	  139,815.00 	3	  419,445.00 
FOOTWERE	4055341 108225	AQ 5256	DURAMO SLIDE	6	DURAMO SLIDE;AQ 5256;6	 Rp 239,000 	  139,815.00 	0	  -   
FOOTWERE	4055341 108256	AQ 5256	DURAMO SLIDE	7	DURAMO SLIDE;AQ 5256;7	 Rp 239,000 	  139,815.00 	4	  559,260.00 
FOOTWERE	4055341 108164	AQ 5256	DURAMO SLIDE	8	DURAMO SLIDE;AQ 5256;8	 Rp 239,000 	  139,815.00 	7	  978,705.00 
FOOTWERE	4055341 108218	AQ 5256	DURAMO SLIDE	9	DURAMO SLIDE;AQ 5256;9	 Rp 239,000 	  139,815.00 	1	  139,815.00 
FOOTWERE	4055341 108195	AQ 5256	DURAMO SLIDE	10	DURAMO SLIDE;AQ 5256;10	 Rp 239,000 	  139,815.00 	3	  419,445.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055341 500814	AQ 5275	DURAMO SLIDE	5	DURAMO SLIDE;AQ 5275;5	 Rp 239,000 	  139,815.00 	1	  139,815.00 
FOOTWERE	4055341 487320	AQ 5257	DURAMO SLIDE	6	DURAMO SLIDE;AQ 5257;6	 Rp 239,000 	  139,815.00 	4	  559,260.00 
FOOTWERE	4055341 487283	AQ 5257	DURAMO SLIDE	7	DURAMO SLIDE;AQ 5257;7	 Rp 239,000 	  139,815.00 	10	  1,398,150.00 
FOOTWERE	4055341 487269	AQ 5257	DURAMO SLIDE	8	DURAMO SLIDE;AQ 5257;8	 Rp 239,000 	  139,815.00 	10	  1,398,150.00 
FOOTWERE	4055341 487245	AQ 5257	DURAMO SLIDE	9	DURAMO SLIDE;AQ 5257;9	 Rp 239,000 	  139,815.00 	3	  419,445.00 
FOOTWERE	4055341 487351	AQ 5257	DURAMO SLIDE	10	DURAMO SLIDE;AQ 5257;10	 Rp 239,000 	  139,815.00 	3	  419,445.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055339 573257	B 22965	CC FRESH 2 M	6	CC FRESH 2 M;B 22965;6	 Rp 949,000 	  555,165.00 	1	  555,165.00 
FOOTWERE	4055339 573318	B 22965	CC FRESH 2 M	8	CC FRESH 2 M;B 22965;8	 Rp 949,000 	  555,165.00 	2	  1,110,330.00 
FOOTWERE	4055339 573189	B 22965	CC FRESH 2 M	8-	CC FRESH 2 M;B 22965;8-	 Rp 949,000 	  555,165.00 	1	  555,165.00 
FOOTWERE	4055339 573219	B 22965	CC FRESH 2 M	9	CC FRESH 2 M;B 22965;9	 Rp 949,000 	  555,165.00 	2	  1,110,330.00 
FOOTWERE	4055339 573240	B 22965	CC FRESH 2 M	9-	CC FRESH 2 M;B 22965;9-	 Rp 949,000 	  555,165.00 	1	  555,165.00 
FOOTWERE	4055339 573271	B 22965	CC FRESH 2 M	10	CC FRESH 2 M;B 22965;10	 Rp 949,000 	  555,165.00 	1	  555,165.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055011 465672	B 23022	ESSENTIAL FUN W	4	ESSENTIAL FUN W;B 23022;4	 Rp 599,000 	  350,415.00 	1	  350,415.00 
FOOTWERE	4055011 465641	B 23022	ESSENTIAL FUN W	5	ESSENTIAL FUN W;B 23022;5	 Rp 599,000 	  350,415.00 	0	  -   
FOOTWERE	4055011 465658	B 23022	ESSENTIAL FUN W	5-	ESSENTIAL FUN W;B 23022;5-	 Rp 599,000 	  350,415.00 	1	  350,415.00 
FOOTWERE	4055011 465634	B 23022	ESSENTIAL FUN W	6-	ESSENTIAL FUN W;B 23022;6-	 Rp 599,000 	  350,415.00 	1	  350,415.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 772606	B 23041	BARRICADE COURT	6	BARRICADE COURT;B 23041;6	 Rp 799,000 	  467,415.00 	0	  -   
FOOTWERE	4055338 772750	B 23041	BARRICADE COURT	6-	BARRICADE COURT;B 23041;6-	 Rp 799,000 	  467,415.00 	1	  467,415.00 
FOOTWERE	4055338 772668	B 23041	BARRICADE COURT	9	BARRICADE COURT;B 23041;9	 Rp 799,000 	  467,415.00 	0	  -   
FOOTWERE	4055338 772651	B 23041	BARRICADE COURT	9-	BARRICADE COURT;B 23041;9-	 Rp 799,000 	  467,415.00 	0	  -   
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 780014	B 23054	BARRICADE TEAM 4	9	BARRICADE TEAM 4;B 23054;9	 Rp 1,099,000 	  642,915.00 	1	  642,915.00 
FOOTWERE	4055338 782827	B 23054	BARRICADE TEAM 4	10	BARRICADE TEAM 4;B 23054;10	 Rp 1,099,000 	  642,915.00 	1	  642,915.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 782957	B 23055	BARRICADE TEAM 4	8	BARRICADE TEAM 4;B 23055;8	 Rp 1,099,000 	  642,915.00 	1	  642,915.00 
FOOTWERE	4055338 782896	B 23055	BARRICADE TEAM 4	8-	BARRICADE TEAM 4;B 23055;8-	 Rp 1,099,000 	  642,915.00 	0	  -   
FOOTWERE	4055338 782841	B 23055	BARRICADE TEAM 4	9	BARRICADE TEAM 4;B 23055;9	 Rp 1,099,000 	  642,915.00 	0	  -   
FOOTWERE	4055338 783008	B 23055	BARRICADE TEAM 4	10	BARRICADE TEAM 4;B 23055;10	 Rp 1,099,000 	  642,915.00 	1	  642,915.00 
FOOTWERE					;;		  -   		  -   
FOOTWERE	4055338 786207	B 23068	BARRICADE V CLASIC	8	BARRICADE V CLASIC;B 23068;8	 Rp 1,499,000 	  876,915.00 	1	  876,915.00 
FOOTWERE					;;		  -   		  -   
